,l_id,location
1038,1038,贵州省黔东南苗族侗族自治州天柱县
1039,1039,安徽省宣城市
1040,1040,云南省昆明市官渡区
1041,1041,茶馆
1042,1042,四川省南充市南部县
1043,1043,美发店
1044,1044,四川省攀枝花市
1045,1045,四川省绵阳市三台县
1046,1046,四川省绵阳市江油市
1047,1047,湖北省武汉市江岸区
1048,1048,县住建局
1049,1049,永兴镇
1050,1050,四川省巴中市
1051,1051,四川省巴中市巴州区
1052,1052,梁永镇街道
1053,1053,梁永镇
1054,1054,四川省广元市
1055,1055,四川省德阳市旌阳区
1056,1056,东湖乡卫生院
1057,1057,黑龙江省牡丹江市爱民区
1058,1058,长安街
1059,1059,黑龙江省绥化市肇东市
1060,1060,黑龙江省哈尔滨市巴彦县
1061,1061,医院超市
1062,1062,黑龙江省鹤岗市兴安区
1063,1063,山东省威海市荣成市
1064,1064,渤海
1065,1065,锦江总院总院
1066,1066,西藏自治区山南市
1067,1067,凤凰超市
1068,1068,民主村检查站
1069,1069,西西里
1070,1070,文化路
1071,1071,南岗西西里
1072,1072,哈医大一院
1073,1073,绥棱林业局
1074,1074,宝清
1075,1075,和平里储蓄所超市
1076,1076,吉林省四平市公主岭市
1077,1077,购物中心地委地委地委商店
1078,1078,辽宁省沈阳市铁西区
1079,1079,吉林省四平市梨树县
1080,1080,吉林省通化市梅河口市
1081,1081,辽宁省沈阳市南区
1082,1082,香港特别行政区香港特别行政区南区
1083,1083,辽宁省锦州市黑山县
1084,1084,南街
1085,1085,福建省福州市连江县
1086,1086,福建省龙岩市新罗区
1087,1087,恭城县
1088,1088,广西壮族自治区贵港市桂平市
1089,1089,广西壮族自治区柳州市
1090,1090,安吉
1091,1091,都安县
1092,1092,广西壮族自治区河池市南丹县
1093,1093,广东省江门市鹤山市
1094,1094,湖南省常德市安乡县
1095,1095,湖南省株洲市醴陵市
1096,1096,湖北省荆州市公安县
1097,1097,金明村
1098,1098,湖南省株洲市石峰区
1099,1099,湖南省株洲市天元区
1100,1100,安徽省亳州市涡阳县
1101,1101,安徽省亳州市谯城区
1102,1102,安徽省铜陵市枞阳县
1103,1103,安徽省宣城市宁国市
1104,1104,安徽省六安市霍山县
1105,1105,安徽省滁州市天长市
1106,1106,六村诊所
1107,1107,派出所
1108,1108,养生馆
1109,1109,山东省烟台市招远市
1110,1110,山东省青岛市莱西市
1111,1111,山东省青岛市李沧区
1112,1112,西至华山
1113,1113,育才街
1114,1114,实验室专家组
1115,1115,里村
1116,1116,武城镇
1117,1117,山东省威海市环翠区
1118,1118,江苏省南通市
1119,1119,江苏省苏州市张家港市
1120,1120,东苑社区中心
1121,1121,胡集
1122,1122,东山商城
1123,1123,锦城药店
1124,1124,县人民医院门诊
1125,1125,山西省晋城市沁水县
1126,1126,泰国曼谷
1127,1127,四川省遂宁市
1128,1128,河北省保定市高碑店市
1129,1129,山西省阳泉市盂县
1130,1130,山西省大同市
1131,1131,陕西省西安市雁塔区
1132,1132,北新街
1133,1133,陕西省渭南市
1134,1134,贵州省遵义市赤水市
1135,1135,中学
1136,1136,陕西省渭南市临渭区
1137,1137,华州区
1138,1138,华州区农行
1139,1139,辛庄镇
1140,1140,辛庄镇信用社
1141,1141,电池厂
1142,1142,桃花源
1143,1143,内蒙古自治区包头市
1144,1144,内蒙古自治区
1145,1145,长乐
1146,1146,甘肃省兰州市七里河区
1147,1147,甘肃省甘南藏族自治州合作市
1148,1148,泰国旅行团
1149,1149,泰国面馆
1150,1150,泰国旅游团超市
1151,1151,甘肃省兰州市城关区
1152,1152,甘肃省兰州市皋兰县
1153,1153,村委会
1154,1154,华东超市
1155,1155,夏官营镇
1156,1156,小康营乡
1157,1157,榆中万象
1158,1158,榆中饭馆
1159,1159,甘肃省兰州市榆中县
1160,1160,龙虎山
1161,1161,城关区
1162,1162,安西路面馆
1163,1163,甘肃省
1164,1164,办公室
1165,1165,办公室办公室办公室办公室
1166,1166,七里河干洗店
1167,1167,峨眉
1168,1168,新疆维吾尔自治区乌鲁木齐市
1169,1169,新疆维吾尔自治区伊犁哈萨克自治州霍尔果斯市
1170,1170,甘肃省嘉峪关市
1171,1171,大沙坪超市
1172,1172,江苏省泰州市
1173,1173,旅游公司
1174,1174,甘肃省兰州市红古区
1175,1175,北山路南
1176,1176,秦州区
1177,1177,甘肃省甘南藏族自治州临潭县
1178,1178,甘肃省甘南藏族自治州迭部县
1179,1179,甘肃省甘南藏族自治州卓尼县
1180,1180,李子坝
1181,1181,海南省保亭黎族苗族自治县
1182,1182,河北省邢台市邢台县
1183,1183,河北省邯郸市临漳县
1184,1184,河北省邯郸市成安县
1185,1185,河北省唐山市路北区
1186,1186,河北省唐山市路南区
1187,1187,河北省唐山市古冶区
1188,1188,河北省唐山市开平区
1189,1189,华东
1190,1190,集团
1191,1191,河北省唐山市玉田县
1192,1192,河北省廊坊市香河县
1193,1193,阳城
1194,1194,四川省雅安市石棉县
1195,1195,四川省凉山彝族自治州甘洛县
1196,1196,四川省凉山彝族自治州
1197,1197,山东省
1198,1198,长安小学
1199,1199,四川省眉山市
1200,1200,湖北省潜江市
1201,1201,巴东
1202,1202,中心
1203,1203,湖北省荆门市东宝区
1204,1204,酒店药店
1205,1205,四川省巴中市南江县
1206,1206,南江
1207,1207,平昌
1208,1208,江西省景德镇市
1209,1209,梁永镇医院
1210,1210,梁永镇双狮村
1211,1211,三江镇大兴村
1212,1212,资中
1213,1213,资中北站
1214,1214,四川省资阳市
1215,1215,四川省资阳市雁江区
1216,1216,皮鞋店
1217,1217,和平北路鞋店
1218,1218,四川省成都市新津县
1219,1219,贵州省
1220,1220,亚布力镇医院
1221,1221,黑龙江省牡丹江市尚志市
1222,1222,中央大街
1223,1223,黑龙江省牡丹江市西安区
1224,1224,家庭旅馆
1225,1225,雪乡
1226,1226,兰西
1227,1227,黑龙江省绥化市安达市
1228,1228,西站
1229,1229,酒店假日酒店
1230,1230,亚布力旅行社酒店
1231,1231,南岗客运站
1232,1232,姥姥家
1233,1233,巴彦镇
1234,1234,华山乡
1235,1235,道外客运站
1236,1236,黑龙江省哈尔滨市木兰县
1237,1237,新城
1238,1238,黑龙江省哈尔滨市兰西县
1239,1239,黑龙江省黑河市孙吴县
1240,1240,云南省德宏傣族景颇族自治州瑞丽市
1241,1241,中央大街饭店
1242,1242,哈医大二院社区医院
1243,1243,九台区
1244,1244,吉林省长春市绿园区
1245,1245,吉林省四平市
1246,1246,湖北省孝感市应城市
1247,1247,辽宁省沈阳市新民市
1248,1248,开发区
1249,1249,辽宁省鞍山市海城市
1250,1250,辽宁省鞍山市
1251,1251,寒岭镇
1252,1252,辽宁省辽阳市辽阳县
1253,1253,辽宁省葫芦岛市
1254,1254,辽宁省葫芦岛市南票区
1255,1255,辽宁省朝阳市
1256,1256,辽宁省朝阳市朝阳县
1257,1257,平房村
1258,1258,羊山镇
1259,1259,羊山镇肖家店
1260,1260,王营子乡
1261,1261,肖家店
1262,1262,华北路
1263,1263,甘井
1264,1264,金三角洗衣店
1265,1265,加油站超市
1266,1266,福建省龙岩市永定区
1267,1267,湖北省武汉市黄陂区
1268,1268,部队医院
1269,1269,广东省江门市江海区
1270,1270,湖南省长沙市芙蓉区
1271,1271,湖南省长沙市岳麓区
1272,1272,湖南省永州市冷水滩区
1273,1273,湖南省永州市祁阳县
1274,1274,湖南省怀化市辰溪县
1275,1275,安徽省合肥市肥西县
1276,1276,门诊部
1277,1277,世纪大道
1278,1278,安徽省亳州市
1279,1279,山东省枣庄市台儿庄区
1280,1280,涧头集镇卫生院
1281,1281,山东省聊城市
1282,1282,南京路中心医院
1283,1283,山东省烟台市莱州市
1284,1284,东沙河镇药店
1285,1285,天津市天津市滨海新区
1286,1286,上海市上海市奉贤区
1287,1287,上海市上海市长宁区
1288,1288,上海市上海市普陀区
1289,1289,闵行
1290,1290,上海市上海市闵行区
1291,1291,江苏省镇江市
1292,1292,泰国泰国
1293,1293,河南省信阳市固始县
1294,1294,河南省信阳市息县
1295,1295,河南省商丘市睢阳区
1296,1296,河南省郑州市中牟县
1297,1297,办事处
1298,1298,河南省开封市兰考县
1299,1299,河南省洛阳市老城区
1300,1300,河南省洛阳市涧西区
1301,1301,河南省焦作市马村区
1302,1302,河南省焦作市山阳区
1303,1303,广西南宁
1304,1304,中心医院医院专家组
1305,1305,河南省焦作市沁阳市
1306,1306,河南省焦作市温县
1307,1307,黑龙江省七台河市新兴区
1308,1308,亚运村街道
1309,1309,于家务回族乡
1310,1310,林校
1311,1311,山西省太原市小店区
1312,1312,山西大学医院
1313,1313,旅店
1314,1314,山西省太原市阳曲县
1315,1315,山西省太原市晋源区
1316,1316,山西大学医院门诊
1317,1317,山西省临汾市
1318,1318,山西省临汾市吉县
1319,1319,陕西省西安市临潼区
1320,1320,内蒙古自治区巴彦淖尔市临河区
1321,1321,美甲
1322,1322,超市超市
1323,1323,海拉尔
1324,1324,内蒙古自治区呼和浩特市回民区
1325,1325,超市公司
1326,1326,甘肃省白银市
1327,1327,万盛面馆
1328,1328,靖远车行
1329,1329,甘肃省白银市靖远县
1330,1330,糜滩镇
1331,1331,清升镇
1332,1332,街道玉屏
1333,1333,荣昌区
1334,1334,荣昌区超市
1335,1335,海南省琼海市
1336,1336,三亚机场
1337,1337,海南省文昌市
1338,1338,海南省万宁市
1339,1339,河南省洛阳市
1340,1340,天涯区酒店
1341,1341,黎母
1342,1342,曼谷
1343,1343,潮汕餐厅
1344,1344,商城
1345,1345,陵水县英州镇餐厅
1346,1346,清水科技馆
1347,1347,金湖
1348,1348,河北省邯郸市磁县
1349,1349,汤泉乡
1350,1350,河北省唐山市遵化市
1351,1351,海港镇
1352,1352,河北省承德市围场满族蒙古族自治县
1353,1353,五重安乡
1354,1354,商店
1355,1355,寨村
1356,1356,冀东
1357,1357,渔户寨乡超市
1358,1358,贵州省安顺市
1359,1359,贵州省遵义市仁怀市
1360,1360,云南省玉溪市
1361,1361,县酒店
1362,1362,新城社区餐馆
1363,1363,黄果树镇卫生院
1364,1364,马官镇
1365,1365,关村
1366,1366,贵州省毕节市大方县
1367,1367,贵州省毕节市纳雍县
1368,1368,贵州省黔南布依族苗族自治州罗甸县
1369,1369,金银山街道银山社区
1370,1370,六曲河镇
1371,1371,达依乡
1372,1372,双河市
1373,1373,贵州省毕节市赫章县
1374,1374,威宁
1375,1375,妈姑镇
1376,1376,贵州省黔西南布依族苗族自治州
1377,1377,湖南省怀化市
1378,1378,锦屏
1379,1379,贵州省黔东南苗族侗族自治州锦屏县
1380,1380,三江镇清江
1381,1381,彦洞乡
1382,1382,街道竹林
1383,1383,博园村
1384,1384,石洞镇
1385,1385,卫生院卫生院
1386,1386,四川省南充市嘉陵区
1387,1387,天辰路
1388,1388,四川省南充市
1389,1389,饭馆药店
1390,1390,干洗店
1391,1391,市中心医院
1392,1392,四川省宜宾市长宁县
1393,1393,四川省内江市
1394,1394,四川省资阳市安岳县
1395,1395,林村
1396,1396,龙台镇偏岩
1397,1397,安岳李家镇
1398,1398,马村
1399,1399,李家镇
1400,1400,白塔寺乡青坡
1401,1401,李家镇卫生院
1402,1402,四川省成都市简阳市
1403,1403,道孚
1404,1404,四川省雅安市
1405,1405,江川农场
1406,1406,黑龙江省双鸭山市
1407,1407,腰屯乡明星村
1408,1408,蔬菜店
1409,1409,新城超市
1410,1410,新城超市药店
1411,1411,供销社
1412,1412,市第二医院门诊
1413,1413,吉林省四平市铁东区
1414,1414,吉林省延边朝鲜族自治州延吉市
1415,1415,辽宁省大连市沙河口区
1416,1416,辽宁省盘锦市
1417,1417,福建省福州市闽侯县
1418,1418,尚干镇
1419,1419,湖南省湘潭市
1420,1420,福建省龙岩市
1421,1421,白沙饭店服装店
1422,1422,白沙
1423,1423,白沙镇
1424,1424,购物中心
1425,1425,奶茶店
1426,1426,眷村
1427,1427,铁山镇超市
1428,1428,福建省龙岩市漳平市
1429,1429,长乐机场机场
1430,1430,汤店
1431,1431,福建省福州市仓山区
1432,1432,福建省福州市福清市
1433,1433,福建省泉州市晋江市
1434,1434,福建省泉州市
1435,1435,古田北站北站
1436,1436,花城
1437,1437,连江
1438,1438,浦口
1439,1439,浦口镇
1440,1440,凤城镇
1441,1441,县医院门诊
1442,1442,广东省汕头市
1443,1443,广东省汕头市南澳县
1444,1444,广东省汕头市潮南区
1445,1445,三伯
1446,1446,山东省烟台市龙口市
1447,1447,桃源镇
1448,1448,沙坪街道卫生院
1449,1449,沙坪
1450,1450,中英街商行
1451,1451,新华路
1452,1452,广东省江门市新会区
1453,1453,酉港镇鼎山社区
1454,1454,湖南省常德市汉寿县
1455,1455,湖南省常德市鼎城区
1456,1456,湖南省株洲市芦淞区
1457,1457,迎仙镇中心卫生院
1458,1458,江口镇卫生院
1459,1459,人民医院实验室专家组
1460,1460,山东省济南市长清区
1461,1461,云南省
1462,1462,山东省济南市平阴县
1463,1463,医院实验室
1464,1464,天津市天津市西青区
1465,1465,天津市天津市东丽区
1466,1466,海河医院
1467,1467,三和镇超市
1468,1468,三和镇
1469,1469,通州区
1470,1470,旅行社泰国
1471,1471,澳门特别行政区澳门特别行政区
1472,1472,湖北省宜昌市枝江市
1473,1473,江苏省苏州市昆山市
1474,1474,河南省驻马店市汝南县
1475,1475,三桥镇
1476,1476,河南省驻马店市新蔡县
1477,1477,河南省驻马店市驿城区
1478,1478,河南省驻马店市上蔡县
1479,1479,河南省信阳市新县
1480,1480,河南省南阳市宛城区
1481,1481,河南省郑州市二七区
1482,1482,郑州大学第五附属医院门诊
1483,1483,河南省平顶山市卫东区
1484,1484,河南省平顶山市鲁山县
1485,1485,河南省新乡市新乡县
1486,1486,河南省郑州市巩义市
1487,1487,理发店
1488,1488,山西省运城市
1489,1489,山西省运城市河津市
1490,1490,保税区
1491,1491,吉林省通化市
1492,1492,康复路商城
1493,1493,内蒙古自治区巴彦淖尔市乌拉特中旗
1494,1494,丰村医院
1495,1495,内蒙古自治区巴彦淖尔市五原县
1496,1496,乌加河镇
1497,1497,广东省清远市
1498,1498,酒店超市超市
1499,1499,武当山小吃店
1500,1500,湖北省十堰市城区
1501,1501,饭馆
1502,1502,甘肃省白银市白银区
1503,1503,陕西省宝鸡市
1504,1504,陕西省西安市莲湖区
1505,1505,甘肃省庆阳市宁县
1506,1506,陕西省咸阳市乾县
1507,1507,宁夏回族自治区银川市金凤区
1508,1508,宁夏回族自治区银川市西夏区
1509,1509,北广场
1510,1510,附属第三医院
1511,1511,河南省郑州市禹州市
1512,1512,天宫殿街道泰山大道东段
1513,1513,老挝诊所
1514,1514,星湖超市
1515,1515,重庆市重庆市巴南区
1516,1516,街道民主新村饮食店
1517,1517,重庆市重庆市巫山县
1518,1518,巫山
1519,1519,二郎庙
1520,1520,湾镇
1521,1521,抱龙镇
1522,1522,湖北省恩施土家族苗族自治州建始县
1523,1523,万州北站
1524,1524,抱龙镇卫生院
1525,1525,重庆市重庆市长寿区
1526,1526,天台养鸡场
1527,1527,丰都
1528,1528,重庆市重庆市涪陵区
1529,1529,中心卫生院
1530,1530,九龙
1531,1531,赶水镇
1532,1532,綦江医院
1533,1533,重庆市重庆市开州区
1534,1534,重庆市重庆市城口县
1535,1535,新疆维吾尔自治区阿克苏地区阿克苏市
1536,1536,四川省达州市万源市
1537,1537,沿河乡卫生院
1538,1538,江西省九江市
1539,1539,彭水
1540,1540,彭水县人民医院门诊
1541,1541,重庆市重庆市九龙坡区
1542,1542,垫江
1543,1543,云台镇
1544,1544,学田湾
1545,1545,于乡村超市
1546,1546,邮亭镇
1547,1547,荣昌
1548,1548,顺德
1549,1549,荣昌区广顺镇天堂村
1550,1550,新利
1551,1551,大足
1552,1552,大足南站
1553,1553,大足区
1554,1554,柏家镇桂花村
1555,1555,社区诊所
1556,1556,武陵镇中心卫生院
1557,1557,巫山客运站
1558,1558,长滩卫生院
1559,1559,白岩社区医院
1560,1560,大兴村卫生室
1561,1561,巫山服务站
1562,1562,熊家镇卫生院
1563,1563,湖北省孝感市汉川市
1564,1564,合川客运中心
1565,1565,合川区涞滩镇双龙
1566,1566,涞滩镇双龙
1567,1567,银行
1568,1568,两塘村
1569,1569,两塘村卫生室
1570,1570,钱塘镇
1571,1571,餐馆
1572,1572,大学
1573,1573,双碑
1574,1574,钱塘
1575,1575,合川餐饮店
1576,1576,合川区
1577,1577,理发店商场
1578,1578,合阳
1579,1579,燕窝中心卫生院
1580,1580,潼南区人民医院门诊
1581,1581,中医院加油站
1582,1582,重庆市重庆市北碚区
1583,1583,四川省乐山市
1584,1584,河边镇
1585,1585,北门车站
1586,1586,重庆市重庆市丰都县
1587,1587,三合街道滨江路
1588,1588,石柱
1589,1589,拔山镇
1590,1590,拔山镇养老院
1591,1591,砚台镇卫生院
1592,1592,浙江省嘉兴市
1593,1593,石联村
1594,1594,石联村诊所
1595,1595,湖北省天门市
1596,1596,金鸡镇黄龙乡活龙村
1597,1597,重庆市重庆市石柱土家族自治县
1598,1598,西沱镇
1599,1599,罗家卫生室
1600,1600,西沱镇客运站
1601,1601,鱼池镇
1602,1602,黄水
1603,1603,西沱镇双桥村卫生室
1604,1604,客运站
1605,1605,西沱镇卫生院
1606,1606,涪陵中心医院
1607,1607,南宾街道南宾街道
1608,1608,石村卫生室
1609,1609,西沱镇中心卫生院
1610,1610,安徽省黄石市
1611,1611,江苏省
1612,1612,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市
1613,1613,丰乐街道
1614,1614,石龙
1615,1615,厚坝镇卫生院
1616,1616,铁桥镇中心卫生院
1617,1617,岳溪镇
1618,1618,大树镇
1619,1619,安坪镇
1620,1620,甲高镇中心卫生院
1621,1621,永乐镇江南社区
1622,1622,康乐镇七星村
1623,1623,七星村
1624,1624,太安镇
1625,1625,白羊镇中心卫生院
1626,1626,长坪乡长安
1627,1627,长坪乡
1628,1628,南站海事局
1629,1629,长坪乡卫生院
1630,1630,梁村
1631,1631,医院中学
1632,1632,龙街
1633,1633,古南街道
1634,1634,银行商业银行
1635,1635,河西
1636,1636,岩头镇
1637,1637,花桥乡
1638,1638,浙江省宁波市江北区
1639,1639,浙江省杭州市建德市
1640,1640,浙江省杭州市城区
1641,1641,浙江省温州市平阳县
1642,1642,浙江省
1643,1643,浙江省嘉兴市海宁市
1644,1644,浙江省金华市浦江县
1645,1645,河北省石家庄市裕华区
1646,1646,河北省石家庄市新华区
1647,1647,河北省邯郸市邯山区
1648,1648,河北省邯郸市丛台区
1649,1649,河北省邯郸市魏县
1650,1650,河北省邯郸市峰峰矿区
1651,1651,河南省鹤壁市
1652,1652,肥乡
1653,1653,湖北省荆州市江陵县
1654,1654,四川省攀枝花市西区
1655,1655,河北省邢台市清河县
1656,1656,河北省邢台市宁晋县
1657,1657,云南省昆明市安宁市
1658,1658,岩峰镇
1659,1659,宝城镇中心卫生院
1660,1660,宝城镇中心卫生院门诊部医院门诊部
1661,1661,湖北省武汉市江汉区
1662,1662,长兴
1663,1663,岩峰镇中心卫生院
1664,1664,旅店药店
1665,1665,亚布力镇青山村客栈
1666,1666,新疆维吾尔自治区塔城地区塔城市
1667,1667,地窝堡机场
1668,1668,曼哈顿酒店商场
1669,1669,东大直街
1670,1670,道里
1671,1671,道街培训中心酒店
1672,1672,黑龙江省哈尔滨市松北区
1673,1673,哈西
1674,1674,阿城
1675,1675,让胡路区人民医院门诊
1676,1676,黑龙江省牡丹江市绥芬河市
1677,1677,亚马孙
1678,1678,上东超市中心
1679,1679,上东
1680,1680,药店药店
1681,1681,红旗乡胜利村
1682,1682,里海饭店
1683,1683,吉林省辽源市龙山区
1684,1684,林业局饰品店
1685,1685,河北省唐山市丰南区
1686,1686,山海关
1687,1687,辽宁省沈阳市于洪区
1688,1688,内蒙古自治区呼和浩特市
1689,1689,辽宁省鞍山市台安县
1690,1690,辽宁省丹东市元宝区
1691,1691,辽宁省阜新市细河区
1692,1692,辽宁省盘锦市双台子区
1693,1693,辽东湾
1694,1694,医院药店超市市中心医院门诊医院超市
1695,1695,毛屯社区
1696,1696,吴航街道解放路
1697,1697,鹤上镇
1698,1698,胜利路服装店
1699,1699,长乐机场
1700,1700,法国巴黎
1701,1701,长乐机场机场海关
1702,1702,福建省南平市武夷山市
1703,1703,福建省泉州市丰泽区
1704,1704,景泰大酒店
1705,1705,广西壮族自治区来宾市象州县
1706,1706,寺村镇
1707,1707,新加坡
1708,1708,广西壮族自治区柳州市柳南区
1709,1709,广西壮族自治区河池市都安瑶族自治县
1710,1710,广东省汕尾市
1711,1711,广东省湛江市赤坎区
1712,1712,广东省惠州市惠阳区
1713,1713,湖北省黄冈市武穴市
1714,1714,湖南省湘潭市岳塘区
1715,1715,甘棠镇甘棠村
1716,1716,靖州县人民医院
1717,1717,靖州县公司
1718,1718,湖南省怀化市鹤城区
1719,1719,山东省济南市天桥区
1720,1720,山东省烟台市福山区
1721,1721,东区
1722,1722,江都
1723,1723,曹王药店酒店
1724,1724,河南省郑州市登封市
1725,1725,河南省开封市通许县
1726,1726,河南省洛阳市嵩县
1727,1727,河南省平顶山市宝丰县
1728,1728,河南省平顶山市湛河区
1729,1729,河南省平顶山市叶县
1730,1730,山西省朔州市怀仁市
1731,1731,耳字壕
1732,1732,内蒙古自治区鄂尔多斯市达拉特旗
1733,1733,永清门诊
1734,1734,新村超市
1735,1735,树林召镇
1736,1736,营子村
1737,1737,桃源
1738,1738,重庆市重庆市渝北区
1739,1739,解放碑商都超市
1740,1740,建始
1741,1741,安坪镇卫生院
1742,1742,陈家桥街道
1743,1743,万州太白街道川东
1744,1744,井口街道
1745,1745,南溪儿童医院
1746,1746,石坪
1747,1747,三村
1748,1748,秀山县人民医院
1749,1749,万盛
1750,1750,四川省德阳市
1751,1751,垫江酒店超市
1752,1752,浙江省台州市天台县
1753,1753,浙江省台州市三门县
1754,1754,浙江省宁波市宁海县
1755,1755,浙江省宁波市北仑区
1756,1756,浙江省温州市苍南县
1757,1757,河北省衡水市
1758,1758,河北省衡水市桃城区
1759,1759,河北省衡水市安平县
1760,1760,河北省衡水市深州市
1761,1761,河北省衡水市枣强县
1762,1762,河北省邢台市
1763,1763,河北省邢台市柏乡县
1764,1764,广宗
1765,1765,中心超市
1766,1766,江西省南昌市东阳市
1767,1767,云南省丽江市
1768,1768,甘洛
1769,1769,岷山饭店
1770,1770,四川省成都市西昌市
1771,1771,南站超市
1772,1772,国宾馆
1773,1773,后山
1774,1774,前门
1775,1775,前门国宾馆
1776,1776,四川省南充市仪陇县
1777,1777,金城镇
1778,1778,复兴镇
1779,1779,四川省广安市广安区
1780,1780,四川省雅安市天全县
1781,1781,四川省甘孜藏族自治州色达县
1782,1782,旅行社
1783,1783,锦江宾馆
1784,1784,沈阳北站
1785,1785,虹桥社区
1786,1786,五一村
1787,1787,勃利
1788,1788,吉林省白山市抚松县
1789,1789,辽宁省丹东市东港市
1790,1790,吉林省吉林市敦化市
1791,1791,湖北省黄冈市麻城市
1792,1792,友谊医院
1793,1793,饭店宾馆
1794,1794,吉林省松原市
1795,1795,商场服装店
1796,1796,西门熟食店
1797,1797,中心街
1798,1798,黑龙江省鸡西市密山市
1799,1799,广西壮族自治区桂林市兴安县
1800,1800,湖北省荆州市洪湖市
1801,1801,广西壮族自治区防城港市港口区
1802,1802,广西壮族自治区北海市海城区
1803,1803,广东省汕尾市陆河县
1804,1804,珠海站
1805,1805,广东省湛江市坡头区
1806,1806,湖北省荆门市京山市
1807,1807,广东省揭阳市
1808,1808,渡村
1809,1809,广东省揭阳市东区
1810,1810,湖南省常德市桃源县
1811,1811,酉港镇卫生院
1812,1812,安徽省合肥市庐江县
1813,1813,新村卫生室卫生院
1814,1814,砀城镇
1815,1815,山东省济南市历城区
1816,1816,安徽省阜阳市界首市
1817,1817,山东省泰安市肥城市
1818,1818,山东省泰安市宁阳县
1819,1819,范镇
1820,1820,德西凤村
1821,1821,四川省眉山市青神县
1822,1822,四川省眉山市东坡区
1823,1823,天津市天津市河西区
1824,1824,天津市天津市津南区
1825,1825,吴江区
1826,1826,高新区分院
1827,1827,山西省晋城市阳城县
1828,1828,山西省晋城市龙泉市
1829,1829,山西省忻州市
1830,1830,北义城卫生院
1831,1831,武陟
1832,1832,南关
1833,1833,南关超市商场超市超市
1834,1834,北京市北京市丰台区
1835,1835,崇礼
1836,1836,内蒙古自治区乌兰察布市化德县
1837,1837,恩格贝镇
1838,1838,中和西镇
1839,1839,市场路
1840,1840,北国
1841,1841,路南
1842,1842,李宁鞋店
1843,1843,树林召
1844,1844,新村超市超市
1845,1845,王府井
1846,1846,北国超市
1847,1847,浙江省湖州市
1848,1848,浙江省衢州市江山市
1849,1849,河北省承德市丰宁满族自治县
1850,1850,河北省廊坊市广阳区
1851,1851,门诊专家组
1852,1852,河北省廊坊市大城县
1853,1853,河北省廊坊市三河市
1854,1854,河北省廊坊市永清县
1855,1855,云南省红河哈尼族彝族自治州建水县
1856,1856,南山有限公司
1857,1857,凤凰大道咖啡馆
1858,1858,凤凰大道
1859,1859,四川省南充市营山县
1860,1860,西藏自治区林芝市
1861,1861,四川省甘孜藏族自治州
1862,1862,四川省内江市市中区
1863,1863,四川省内江市威远县
1864,1864,苍溪
1865,1865,四川省广元市苍溪县
1866,1866,吉林省吉林市丰满区
1867,1867,吉林省辽源市东丰县
1868,1868,秦家屯镇饭店
1869,1869,卫校
1870,1870,茂林镇乔家村
1871,1871,服先镇向阳村
1872,1872,电业局公司
1873,1873,东方明珠办公室
1874,1874,东湖
1875,1875,湖北省黄石市
1876,1876,湖北省黄石市阳新县
1877,1877,山东省东营市
1878,1878,浙江省宿州市萧县
1879,1879,永乐
1880,1880,内蒙古自治区通辽市
1881,1881,辽宁省沈阳市法库县
1882,1882,洗浴中心
1883,1883,铁西经济开发区
1884,1884,中国医科大学附属盛京医院门诊医院
1885,1885,辽宁省阜新市海州区
1886,1886,海州区
1887,1887,辽宁省阜新市
1888,1888,辽宁省葫芦岛市连山区
1889,1889,辽宁省
1890,1890,辽宁省锦州市
1891,1891,东城
1892,1892,奶茶店医院门诊市中心医院
1893,1893,药店基地
1894,1894,辽宁省葫芦岛市龙港区
1895,1895,锦江
1896,1896,辽宁省葫芦岛市兴城市
1897,1897,绥中天池
1898,1898,绥中高中饭店
1899,1899,东山
1900,1900,广东省惠州市博罗县
1901,1901,湖南省郴州市宜章县
1902,1902,嘉禾
1903,1903,湖南省郴州市嘉禾县
1904,1904,湖南省郴州市苏仙区
1905,1905,湖南省永州市
1906,1906,湖南省郴州市
1907,1907,湖南省郴州市临武县
1908,1908,汝城
1909,1909,湖南省郴州市汝城县
1910,1910,湖南省郴州市北湖区
1911,1911,湖南省郴州市安仁县
1912,1912,安仁
1913,1913,永兴
1914,1914,湖南省郴州市永兴县
1915,1915,湖南省郴州市资兴市
1916,1916,甘溪滩镇
1917,1917,茅村
1918,1918,赵集
1919,1919,安徽省淮北市烈山区
1920,1920,即墨通济街道
1921,1921,商都
1922,1922,即墨中心超市
1923,1923,柏林镇卫生院
1924,1924,山东省菏泽市巨野县
1925,1925,山东省济南市市中区
1926,1926,天津站
1927,1927,和平区
1928,1928,史各庄镇
1929,1929,天津市天津市和平区
1930,1930,补习班
1931,1931,医院医院中医院
1932,1932,沙巴
1933,1933,河南省开封市杞县
1934,1934,马军营乡
1935,1935,山西省大同市城区
1936,1936,河西路南
1937,1937,山西省大同市浑源县
1938,1938,社区卫生所
1939,1939,天镇
1940,1940,山西省忻州市原平市
1941,1941,路西
1942,1942,银座酒吧
1943,1943,浙江省杭州市拱墅区
1944,1944,浙江省湖州市吴兴区
1945,1945,浙江省湖州市南浔区
1946,1946,浙江省台州市临海市
1947,1947,浙江省丽水市青田县
1948,1948,浙江省丽水市庆元县
1949,1949,河北省石家庄市赵县
1950,1950,河北省石家庄市高邑县
